1,1,0
2,2,1
3,2,2
4,2,3
5,2,4
6,2,5
7,2,6
8,2,7
9,2,8
10,2,9
11,2,10
12,3,11
13,3,12
14,3,13
15,3,14
16,3,15
17,3,16
18,3,17
19,3,18
20,3,19
21,3,20
22,3,21
23,3,22
24,4,23
25,4,24
26,4,25
27,4,26
28,4,27
29,4,28
30,4,29
31,4,30
32,4,31
33,4,32
34,4,2
35,4,33
36,5,34
37,5,35
38,5,36
39,5,37
40,5,38
41,5,39
42,5,40
43,5,41
44,5,42
45,5,2
46,5,43
47,5,44
48,5,45
49,5,46
50,5,47
51,5,48
52,5,49
53,5,2
54,6,50
55,6,51
56,6,52
57,6,53
58,6,54
59,6,55
60,6,56
61,6,14
62,6,57
63,6,58
64,6,59
65,6,60
66,7,61
67,7,62
68,7,63
69,7,64
70,7,65
71,7,66
72,7,67
73,7,68
74,7,69
75,7,2
76,7,70
77,7,71
78,7,67
79,7,72
80,7,32
81,7,73
82,8,74
83,8,40
84,8,2
85,8,75
86,8,45
87,8,76
88,8,77
89,8,78
90,8,79
91,8,80
92,8,81
93,8,82
94,8,83
95,8,69
96,8,84
97,8,85
98,8,86
99,9,87
100,9,88
101,9,89
102,9,90
103,9,36
104,9,91
105,9,92
106,9,93
107,9,94
108,9,95
109,9,96
110,9,97
111,10,98
112,10,99
113,10,100
114,10,101
115,10,102
116,10,103
117,10,40
118,10,104
119,10,105
120,10,106
121,10,107
122,10,2
123,11,108
124,11,109
125,11,110
126,11,111
127,11,112
128,11,14
129,11,58
130,11,113
131,11,114
132,11,115
133,11,116
134,11,117
135,11,118
136,12,119
137,12,120
138,12,121
139,12,122
140,12,123
141,12,124
142,12,125
143,12,126
144,12,127
145,12,128
146,13,129
147,13,130
148,13,131
149,13,132
150,13,90
151,13,6
152,13,2
153,13,133
154,13,134
155,13,135
156,13,136
157,13,137
158,13,138
159,13,139
160,13,140
161,13,6
162,13,141
163,13,142
164,13,143
165,13,144
166,13,145
167,13,2
168,13,146
169,14,147
170,14,148
171,14,149
172,14,2
173,14,29
174,14,67
175,14,150
176,14,32
177,14,73
178,14,75
179,15,151
180,15,152
181,15,153
182,15,154
